lat,lon,alt,dop,speed
66.007086,19.398014,360.761,3.02,0.016
66.007179,19.397711,371.164,5.92,0.081
66.007184,19.397556,353.68,2.33,0.709
66.007101,19.397828,353.882,3.62,0.492
66.007043,19.397651,363.032,3.74,0.074
66.007152,19.397697,353.602,3.3,0.327
66.007153,19.397731,367.088,2.45,0.051
66.007148,19.397627,356.636,2.39,0.159
66.00715,19.397772,368.402,2.67,0.055
66.007723,19.384102,378.431,4.48,0.295
66.007719,19.383888,366.783,2.74,1.28
66.007732,19.384012,369.908,4.0,0.17
66.007796,19.384026,378.618,3.09,0.2
66.00782,19.384129,363.002,4.92,0.019
66.007823,19.384051,362.999,2.2,0.02
66.00786,19.384207,369.299,2.43,0.035
66.007697,19.383962,335.861,2.35,0.22
66.00769,19.384052,336.177,7.85,0.086
66.007823,19.383835,335.966,3.47,0.167
66.007774,19.384145,371.053,2.15,0.043
66.007924,19.381723,376.078,4.42,1.565
66.00788,19.38214,368.426,6.34,0.004
66.008084,19.379335,421.03,3.59,0.215
66.008327,19.377738,432.834,1.93,0.039
66.008191,19.378427,361.761,17.09,0.032
66.008448,19.378934,406.904,16.28,0.045
66.008178,19.378614,372.1,4.75,0.022
66.007902,19.378594,349.114,5.17,0.381
66.007891,19.378864,341.151,3.47,0.058
66.008182,19.378557,398.485,3.0,0.091
66.008135,19.378549,359.229,3.46,0.032
66.008263,19.378273,452.605,5.71,0.032
66.008283,19.37831,380.973,2.63,0.019
66.008028,19.37848,412.667,4.81,0.244
66.007984,19.378316,360.464,11.56,0.205
66.008384,19.378156,402.463,7.21,0.061
66.008403,19.377877,370.481,6.58,0.114
66.015074,19.37663,363.26,8.78,1.023
66.016362,19.377427,348.385,11.78,0.914
66.016349,19.376292,346.045,3.03,0.58
66.016502,19.37655,361.721,6.07,0.087
66.01634,19.377015,348.858,2.55,0.05
66.016325,19.377094,392.363,3.13,0.618
66.016456,19.376556,325.779,2.85,1.629
66.016357,19.376796,349.279,5.78,0.038
66.01349,19.377534,351.926,4.28,0.005
66.009173,19.386388,347.845,6.48,0.306
66.008908,19.398478,410.937,7.32,1.728
66.008965,19.398119,347.941,8.62,0.029
66.008983,19.398295,349.11,2.76,0.1
66.009849,19.398505,375.329,2.72,0.153
66.009586,19.398334,361.837,1.62,0.017
66.009621,19.398273,350.402,1.85,0.207
66.009608,19.398311,348.101,2.51,0.199
66.009629,19.398312,353.195,3.05,0.066
66.008952,19.397993,338.337,4.71,0.047
66.00908,19.398201,330.443,3.39,1.651
66.008886,19.398234,372.084,1.85,0.453
66.008921,19.398408,378.028,4.86,0.076
66.0091,19.397956,365.568,3.53,0.277
66.009016,19.398173,355.776,2.02,0.021
66.00904,19.398152,354.959,2.29,0.09
66.009019,19.398144,357.69,2.4,0.046
66.00895,19.398359,370.349,3.01,0.312
66.009265,19.397402,347.514,4.04,0.312
66.009498,19.397204,353.473,2.33,0.309
66.009665,19.397798,378.666,1.89,0.557
66.009801,19.397035,357.102,5.16,0.032
66.009595,19.398511,309.211,5.52,0.122
66.009771,19.39854,367.106,6.19,0.053
66.009801,19.398597,363.676,8.18,0.046
66.009779,19.398493,352.988,3.57,0.026
66.009742,19.398543,350.996,3.02,0.091
66.009687,19.39845,339.537,5.39,0.087
66.00981,19.398444,367.642,4.09,0.027
66.009659,19.398461,337.81,3.5,0.028
66.009915,19.398846,356.53,3.84,0.672
66.009766,19.39855,361.852,2.33,0.047
66.009772,19.398504,347.002,8.38,0.109
66.009849,19.398556,360.167,5.54,0.061
66.009769,19.398473,359.778,4.3,0.038
66.009692,19.398768,361.2,5.2,0.199
66.009744,19.398684,338.844,4.21,0.012
66.009756,19.398183,366.7,3.35,0.53
66.009766,19.398785,336.082,3.06,0.208
66.009815,19.398558,336.281,7.14,0.041
66.00953,19.398489,293.559,11.52,0.227
66.009826,19.398541,393.235,2.94,0.052
66.009685,19.398637,362.391,3.65,0.227
66.009717,19.398613,340.872,4.67,0.176
66.009724,19.398642,358.951,5.14,0.077
66.009727,19.398841,346.504,1.99,0.099
66.009722,19.398662,352.602,4.25,0.272
66.009689,19.398812,343.737,2.54,0.084
66.009468,19.398657,358.657,2.35,0.037
66.009483,19.398703,358.551,1.99,0.039
66.009481,19.398778,348.482,2.75,0.183
66.007279,19.391431,367.215,3.43,0.865
66.00779,19.386329,371.981,3.24,0.225
66.007695,19.386188,368.916,2.48,0.062
66.007747,19.386248,367.875,4.68,1.172
66.006112,19.390252,367.337,1.99,0.021
66.005863,19.396197,304.513,3.14,0.013
66.006644,19.398176,364.472,4.96,0.107
66.007141,19.399362,342.673,13.82,0.112
66.007214,19.399166,396.578,3.98,0.608
66.00767,19.39835,396.669,3.89,0.27
66.007625,19.398118,391.219,4.49,0.451
66.007783,19.39754,352.376,6.73,0.033
66.007722,19.397671,344.173,4.54,0.035
66.007665,19.39808,384.065,3.55,0.085
66.007572,19.398262,353.539,1.86,0.016
66.007885,19.398559,410.132,5.19,0.051
66.007725,19.398063,382.142,3.5,0.729
66.007793,19.397746,352.602,4.79,0.031
66.007824,19.397722,361.567,4.37,0.032
66.007748,19.397651,330.57,2.47,0.209
66.00776,19.397788,353.289,3.35,0.182
66.007862,19.397494,430.98,3.28,0.111
66.007824,19.397824,365.156,2.66,0.041
66.007765,19.397661,360.998,4.94,0.274
66.007825,19.397706,362.293,4.21,0.066
66.0076,19.397635,397.93,7.59,0.834
66.007844,19.397735,360.461,2.3,0.017
66.007789,19.398026,318.414,5.68,0.082
66.007683,19.398071,381.22,2.54,0.524
66.007687,19.398122,350.606,1.91,0.196
66.007701,19.397943,344.968,2.64,0.875
66.007683,19.397974,325.782,2.14,0.045
66.00785,19.398172,380.524,1.87,0.325
66.007607,19.398022,353.87,4.35,1.6
66.007781,19.398318,389.331,6.64,0.213
66.007664,19.397901,315.363,5.5,0.183
66.007776,19.397856,362.487,15.18,0.021
66.007704,19.398259,356.313,8.02,0.45
66.007518,19.398358,354.082,6.01,0.001
66.007501,19.398444,349.716,5.28,0.014
66.00748,19.398476,356.916,2.58,0.039
66.00741,19.398489,343.415,2.26,0.018
66.007456,19.398516,350.948,5.71,0.017
66.007317,19.398417,347.404,3.82,0.351
66.007493,19.398515,386.916,3.01,0.057
66.007601,19.398817,419.818,2.44,0.011
66.007414,19.398201,406.151,3.69,0.089
66.00748,19.398464,348.307,3.58,0.029
66.007423,19.398451,336.136,3.85,0.091
66.007352,19.398493,331.556,5.04,0.06
66.007481,19.398411,361.802,3.16,0.218
66.00753,19.398499,350.057,2.62,0.018
66.007397,19.398299,359.366,4.24,0.009
66.007615,19.39824,358.469,1.65,0.918
66.007893,19.398142,371.175,4.32,0.202
66.009914,19.392182,437.065,12.11,0.433
66.009946,19.390387,338.524,2.78,0.049
66.009875,19.390944,364.605,3.87,0.047
66.009256,19.389088,362.677,3.45,0.449
66.007734,19.384332,366.656,3.05,1.095
66.007786,19.381967,366.819,3.21,0.061
66.008119,19.378185,369.291,4.74,0.17
66.009541,19.373144,353.93,7.79,0.083
66.010222,19.371519,546.186,13.05,0.014
66.010455,19.37062,361.65,3.73,0.064
66.010426,19.370805,395.276,2.99,0.032
66.010349,19.370377,372.373,2.64,0.135
66.010339,19.369524,343.547,5.72,0.225
66.010378,19.368664,412.605,6.88,0.097
66.010498,19.368857,412.604,6.22,0.052
66.010359,19.369336,380.004,9.06,0.087
66.010308,19.369241,368.905,4.78,0.11
66.010329,19.369539,368.903,5.41,0.082
66.010185,19.369512,340.245,2.61,0.333
66.009984,19.368232,441.846,7.54,0.03
66.010557,19.368421,369.85,10.26,1.341
66.0096,19.373956,362.445,6.6,0.913
66.008778,19.37361,382.221,6.26,0.08
66.00899,19.374173,372.086,3.25,0.072
66.009094,19.374263,396.376,2.96,0.129
66.009049,19.373568,395.775,2.09,0.045
66.008996,19.373791,361.35,3.79,0.028
66.008849,19.374378,405.309,2.91,1.197
66.008943,19.374444,357.212,2.57,0.043
66.009107,19.374393,386.93,2.14,0.403
66.009598,19.373193,352.21,1.83,0.165
66.010728,19.369912,343.478,1.84,0.256
66.010695,19.369553,401.739,16.49,0.083
66.010974,19.369646,458.433,8.39,0.264
66.010968,19.368954,341.144,9.56,0.134
66.010936,19.369462,303.699,7.26,0.01
66.010907,19.369393,341.719,3.99,0.011
66.011146,19.369287,559.266,2.93,0.029
66.011047,19.369325,384.103,13.17,0.044
66.011008,19.369398,369.808,13.83,0.041
66.010887,19.369404,354.215,15.87,0.138
66.010882,19.369408,360.699,5.14,0.178
66.010897,19.368997,369.288,13.58,0.114
66.01104,19.369209,387.789,13.91,0.254
66.010841,19.369312,359.202,5.54,0.194
66.010541,19.369476,320.014,4.57,0.241
66.009808,19.370814,444.629,4.77,0.348
66.010447,19.369204,343.667,3.91,0.224
66.010558,19.369481,374.56,3.84,0.726
66.010657,19.369487,377.13,6.2,0.212
66.010601,19.36855,415.079,11.17,0.482
66.010567,19.369226,339.653,11.52,0.025
66.010446,19.369147,357.523,7.58,1.574
66.010558,19.369512,343.687,3.4,0.015
66.010392,19.369241,341.142,5.49,0.022
66.010508,19.369225,353.048,2.26,0.063
66.010666,19.36967,333.449,4.18,0.245
66.010662,19.369257,376.929,4.96,0.289
66.01055,19.36936,363.286,2.72,0.06
66.010525,19.36934,369.949,4.87,0.148
66.010478,19.369236,347.728,3.69,0.254
66.01054,19.369341,380.614,3.21,0.101
66.010398,19.368867,375.149,3.71,1.007
66.010225,19.368597,393.008,3.07,0.048
66.010356,19.369323,357.965,3.94,0.089
66.010416,19.369225,352.488,3.39,0.064
66.010305,19.369287,376.421,4.82,0.128
66.010397,19.368964,387.128,4.04,1.009
66.01046,19.369658,367.64,3.89,0.122
66.010469,19.36968,352.261,2.14,0.161
66.01036,19.369799,353.093,2.83,0.952
66.010466,19.370254,359.901,2.36,0.098
66.010666,19.370221,353.774,3.73,0.171
66.010859,19.370249,364.169,3.34,0.229
66.011279,19.372368,367.552,3.04,0.088
66.01136,19.371949,391.865,2.85,0.122
66.01153,19.372395,391.867,1.82,2.546
66.01168,19.372664,395.182,2.0,0.016
66.011416,19.372155,346.619,4.76,0.299
66.011443,19.372766,331.062,3.24,0.022
66.011609,19.373345,433.523,2.71,0.359
66.011517,19.372934,367.863,3.31,0.014
66.011412,19.372687,397.317,4.32,0.037
66.011579,19.372561,372.521,2.98,0.479
66.011519,19.372339,334.813,2.14,0.094
66.012059,19.371889,380.045,2.28,0.494
66.011885,19.372293,348.327,8.61,0.09
66.011727,19.372325,328.416,4.74,0.097
66.0118,19.372067,369.196,6.49,0.025
66.011699,19.372572,360.134,6.42,0.717
66.009001,19.374109,344.946,4.43,0.026
66.009279,19.370387,344.989,3.88,0.253
66.00898,19.373338,338.85,2.71,0.563
66.008894,19.373858,372.596,2.87,0.014
66.009014,19.373544,388.594,3.55,0.035
66.008929,19.37386,362.977,2.91,0.014
66.008683,19.37404,344.933,6.42,0.027
66.00878,19.373993,384.817,7.96,0.519
66.008962,19.375609,469.982,10.14,0.197
66.008917,19.373847,373.953,2.01,0.013
66.008937,19.373749,353.077,2.34,0.029
66.008981,19.373461,363.96,2.14,0.545
66.008992,19.374406,374.487,1.9,0.261
66.00898,19.373522,362.301,5.15,0.061
66.009218,19.370439,343.854,6.42,0.909
66.009406,19.370241,360.196,4.22,0.352
66.009513,19.37054,389.715,3.3,0.033
66.009248,19.370527,356.878,3.23,0.028
66.009383,19.370602,382.105,4.31,0.294
66.0093,19.370519,363.291,7.68,0.065
66.009376,19.370566,368.128,8.91,0.182
66.009383,19.370724,393.51,4.83,0.79
66.009489,19.370712,388.39,3.35,0.114
66.009232,19.370132,364.458,3.14,0.009
66.009246,19.370497,367.554,4.44,0.225
66.008801,19.371017,350.38,5.21,0.515
66.009387,19.370796,379.31,5.11,0.092
66.009539,19.3705,374.519,4.55,0.264
66.009278,19.371104,403.864,4.9,0.212
66.009352,19.37077,366.135,4.62,0.024
66.009663,19.370615,411.256,6.7,0.109
66.009456,19.370466,377.154,3.12,0.11
66.009361,19.370746,363.861,2.88,0.019
66.009431,19.370706,377.574,4.73,0.032
66.009358,19.370423,360.164,4.67,1.3
66.009658,19.370194,382.995,4.57,0.045
66.009621,19.369939,397.848,4.46,0.198
66.009469,19.368951,348.587,9.68,0.015
66.009469,19.369526,365.421,1.87,0.019
66.009518,19.369408,367.881,2.79,0.035
66.009488,19.369584,360.83,2.96,0.014
66.009469,19.369342,380.999,2.49,0.005
66.009526,19.369633,394.222,3.74,0.272
66.00944,19.369377,364.14,2.8,0.112
66.009187,19.369667,374.834,9.41,0.061
66.009824,19.369046,357.549,8.47,0.035
66.009681,19.369698,360.308,7.17,0.392
66.009759,19.369572,355.798,3.11,0.086
66.009973,19.369542,358.286,4.58,0.245
66.010103,19.369785,402.604,2.41,0.213
66.010124,19.368709,365.01,2.35,0.913
66.010251,19.368537,375.591,4.21,0.075
66.010181,19.368657,364.175,2.14,0.022
66.010162,19.368423,359.17,4.38,0.704
66.010087,19.367863,377.718,3.16,0.096
66.010093,19.367635,378.344,2.45,1.217
66.010589,19.368143,391.07,2.36,0.05
66.011803,19.368428,344.517,2.45,0.253
66.011907,19.368778,361.041,2.07,0.045
66.012096,19.368554,348.185,8.42,0.071
66.012181,19.368725,355.245,4.17,0.729
66.012165,19.368244,283.258,3.06,0.025
66.012247,19.368044,406.597,2.68,0.517
66.012223,19.368566,357.46,2.86,0.022
66.012294,19.368571,368.365,2.42,0.031
66.012302,19.3684,386.82,1.93,0.201
66.012266,19.368944,363.188,3.01,1.058
66.012006,19.368164,371.369,2.01,0.124
66.012153,19.368983,362.213,2.28,0.021
66.012208,19.369169,386.181,3.92,0.01
66.012068,19.368789,324.342,5.06,0.842
66.012131,19.3688,365.846,2.8,0.04
66.012147,19.369138,331.436,2.94,0.055
66.012069,19.36898,357.596,2.9,0.158
66.013588,19.371574,337.106,2.84,0.206
66.013664,19.371897,367.849,6.48,0.114
66.013818,19.371804,347.98,6.15,0.06
66.013524,19.371318,354.891,21.2,0.291
66.013845,19.371682,367.527,10.82,0.847
66.013481,19.372441,307.228,24.97,0.072
66.013245,19.373073,246.782,7.03,0.026
66.013632,19.372947,329.255,4.56,0.028
66.013623,19.372934,365.971,3.51,0.369
66.013491,19.372852,357.175,14.89,0.249
66.01366,19.372836,342.922,4.43,0.045
66.013562,19.373027,378.801,15.63,0.014
66.013527,19.3734,396.747,5.33,0.009
66.013499,19.372905,352.609,4.42,0.073
66.013505,19.37261,376.172,5.24,0.147
66.013583,19.372844,356.773,5.92,0.026
66.013552,19.3726,366.395,4.37,0.789
66.013527,19.372666,371.405,6.21,0.056
66.013368,19.372973,343.914,4.45,0.065
66.01348,19.372555,363.018,7.06,1.118
66.013484,19.372778,384.209,3.7,0.411
66.013478,19.372839,347.376,9.84,0.102
66.013282,19.372833,324.081,5.92,0.495
66.013312,19.372876,358.728,5.0,0.413
66.013391,19.372734,362.265,4.92,0.278
66.013121,19.37281,386.569,5.14,0.896
66.013247,19.372697,366.781,3.1,0.014
66.0137,19.372469,386.684,4.58,0.022
66.013589,19.37272,374.54,2.72,1.046
66.013428,19.372768,348.589,5.59,0.117
66.013487,19.372669,353.496,3.76,1.409
66.013265,19.372558,301.456,6.32,0.044
66.013879,19.372626,430.955,12.56,0.013
66.013705,19.37283,383.53,6.22,0.015
66.013479,19.372825,335.195,7.63,0.185
66.01366,19.372923,369.764,4.24,0.197
66.01356,19.372871,365.792,3.08,0.218
66.01362,19.372947,379.293,2.82,0.037
66.013516,19.372845,359.589,1.96,0.039
66.013389,19.372812,351.673,12.24,0.189
66.013527,19.37271,355.929,3.35,0.128
66.013496,19.372573,340.167,5.25,0.111
66.013453,19.372733,348.0,4.02,0.038
66.013468,19.372702,345.143,15.42,0.32
66.013459,19.372938,332.374,11.62,0.176
66.013521,19.372757,358.964,19.67,0.049
66.013523,19.372704,366.977,7.95,0.003
66.013485,19.372715,358.311,4.42,0.031
66.013499,19.372867,378.684,2.58,0.505
66.013378,19.372433,350.877,2.45,0.378
66.013237,19.372221,347.755,2.41,0.028
66.013338,19.372104,335.027,2.04,0.032
66.013404,19.372524,370.801,3.82,0.158
66.013476,19.372549,347.972,6.25,0.086
66.013475,19.372384,305.295,4.93,1.32
66.013494,19.372354,330.579,4.34,0.019
66.01341,19.372599,362.914,4.06,0.402
66.013214,19.372056,316.41,6.56,0.034
66.013309,19.372097,352.665,3.81,0.513
66.013851,19.371193,342.299,2.8,0.04
66.013702,19.371623,347.23,16.37,0.006
66.013688,19.371592,386.908,3.46,0.043
66.013651,19.371605,355.916,2.53,0.025
66.013578,19.371151,383.521,2.33,3.499
66.013836,19.37122,368.42,3.01,0.076
66.013768,19.371153,390.571,2.34,0.173
66.013783,19.371047,379.493,9.23,0.971
66.013891,19.37168,360.943,5.81,0.402
66.013658,19.371643,354.567,3.33,0.021
66.013608,19.372155,321.343,5.76,0.601
66.0136,19.372034,341.989,2.66,0.079
66.013632,19.371881,361.949,5.99,0.588
66.013725,19.372247,323.222,4.05,0.211
66.013789,19.372144,349.041,3.22,0.159
66.013812,19.371877,398.795,2.77,0.525
66.013763,19.372282,366.858,2.92,0.07
66.013872,19.371825,428.271,2.99,0.027
66.013682,19.371976,352.223,1.59,0.015
66.013685,19.372221,360.723,2.21,0.2
66.013754,19.371202,332.937,2.46,0.327
66.013976,19.37138,347.264,1.78,0.08
66.013574,19.37212,372.158,2.86,1.658
66.014268,19.371685,387.816,5.2,0.771
66.013957,19.371167,274.971,4.44,0.33
66.013642,19.37203,319.761,3.23,0.035
66.013832,19.371558,328.474,2.67,0.022
66.013657,19.372315,353.566,2.12,0.028
66.01369,19.372185,358.874,2.9,0.005
66.013679,19.372191,351.305,4.35,0.323
66.013757,19.37224,360.798,4.17,0.55
66.013709,19.372031,333.802,2.79,0.056
66.013718,19.372234,353.486,3.61,0.134
66.013563,19.37149,358.992,3.41,0.053
66.013977,19.371421,352.86,2.19,0.371
66.01393,19.371244,336.116,3.07,0.036
66.01397,19.371257,324.93,3.27,0.084
66.013924,19.371175,302.281,4.07,0.062
66.013914,19.372385,350.129,4.13,0.188
66.013827,19.372851,353.27,3.22,0.022
66.013812,19.372789,349.858,3.4,0.775
66.013944,19.372662,383.528,7.9,0.097
66.013836,19.372955,360.234,4.75,0.045
66.014047,19.373076,349.444,8.76,0.056
66.013757,19.37262,310.042,6.36,0.011
66.013611,19.373123,364.35,5.45,0.054
66.013802,19.372953,365.07,5.08,0.056
66.01387,19.372829,345.985,6.14,0.188
66.013754,19.372839,310.423,4.4,0.059
66.013889,19.372739,384.429,2.98,0.791
66.013752,19.37283,355.916,4.0,0.08
66.01367,19.374562,356.925,5.52,0.196
66.013907,19.375002,369.168,13.46,0.188
66.013791,19.374756,358.459,4.44,0.151
66.013879,19.374783,352.935,3.19,0.169
66.013764,19.374025,355.201,1.52,0.018
66.013704,19.373978,369.395,1.8,0.289
66.013709,19.3742,362.128,4.99,0.352
66.013777,19.374041,362.766,2.92,0.018
66.013767,19.374085,355.262,2.77,0.009
66.013829,19.374149,352.295,2.92,0.087
66.013711,19.374126,353.29,7.0,0.233
66.013814,19.374189,343.422,4.55,0.014
66.013592,19.373783,357.988,5.73,0.096
66.013787,19.374551,347.332,4.32,0.085
66.014478,19.377419,347.234,5.04,0.741
66.016349,19.372957,458.362,2.65,0.028
66.016096,19.373011,362.529,2.23,0.015
66.016155,19.373177,369.407,2.89,1.64
66.016095,19.372777,333.262,3.36,0.06
66.016135,19.372592,358.467,2.71,0.113
66.016145,19.372968,355.391,5.19,0.766
66.016146,19.373429,349.832,4.75,0.11
66.016108,19.373122,359.809,2.97,0.032
66.016237,19.373108,363.763,5.76,0.056
66.01623,19.37304,375.624,5.3,0.079
66.016297,19.373081,340.603,6.08,0.223
66.016271,19.372973,325.662,4.77,2.236
66.016152,19.373066,350.228,3.0,0.027
66.016182,19.37303,353.931,3.74,0.034
66.013359,19.377658,345.761,4.71,0.879
66.010648,19.378435,366.235,2.39,0.01
66.015989,19.379406,364.737,2.69,0.63
66.015881,19.380501,337.883,4.48,0.13
66.015983,19.380647,359.83,2.91,0.724
66.016,19.380775,354.499,2.63,0.555
66.0158,19.38084,341.978,3.55,1.491
66.01602,19.380599,347.476,3.06,0.007
66.016178,19.380524,389.922,5.95,0.025
66.01601,19.380617,357.818,1.56,0.006
66.016031,19.380624,343.083,4.65,0.334
66.016026,19.38064,345.26,2.51,0.076
66.016131,19.38139,346.158,1.83,0.143
66.016135,19.380991,365.1,4.63,0.183
66.016084,19.381367,369.698,2.02,0.175
66.016013,19.381269,342.99,4.82,0.575
66.016081,19.381243,369.29,3.47,1.199
66.016028,19.381372,351.357,2.62,0.071
66.016019,19.381511,357.745,2.75,0.023
66.015845,19.384048,359.297,13.48,0.603
66.015872,19.385485,349.7,1.87,0.03
66.015846,19.385414,346.895,3.39,0.817
66.015958,19.385193,373.062,3.69,0.842
66.015819,19.385289,351.385,1.95,0.609
66.015703,19.385611,366.81,5.21,0.158
66.015602,19.385521,358.746,3.83,0.038
66.015701,19.385713,354.45,2.64,0.025
66.015698,19.385537,353.069,3.93,0.514
66.01568,19.386385,317.836,4.93,1.709
66.015701,19.38572,364.867,2.3,0.041
66.015718,19.385786,350.331,7.39,0.056
66.015768,19.38572,354.838,8.22,0.089
66.015558,19.385323,338.109,5.28,0.14
66.015592,19.385394,337.386,4.31,0.081
66.015706,19.385337,341.448,4.34,0.409
66.015825,19.386137,341.277,4.85,0.047
66.015799,19.386015,365.876,4.46,0.16
66.015836,19.385958,367.202,4.14,0.049
66.015758,19.386384,352.35,6.46,0.28
66.015536,19.387427,370.559,6.54,0.035
66.015689,19.387272,353.866,6.55,0.147
66.015781,19.386958,355.786,8.67,0.007
66.015734,19.387023,351.643,1.84,0.014
66.015748,19.387098,352.387,2.0,0.386
66.015795,19.387025,361.942,5.57,0.121
66.015772,19.387147,379.952,4.34,0.023
66.015756,19.386975,346.867,4.74,0.023
66.015778,19.387064,392.28,4.68,0.926
66.015703,19.387209,387.219,4.39,0.005
66.015759,19.387038,350.368,2.2,0.021
66.015733,19.387101,359.177,3.29,0.195
66.015713,19.38702,340.929,3.92,0.068
66.015751,19.387005,346.353,2.39,0.035
66.015614,19.387749,332.516,3.05,0.022
66.015689,19.387764,341.935,2.6,1.461
66.01564,19.387724,346.488,6.66,0.069
66.01546,19.387881,356.867,6.43,0.014
66.015774,19.388528,357.527,6.96,0.039
66.015638,19.387686,348.568,7.85,0.299
66.015632,19.387591,361.707,3.94,0.028
66.015616,19.387721,366.883,3.56,0.065
66.015486,19.387291,344.836,4.18,0.038
66.015734,19.386449,344.837,1.88,0.005
66.016476,19.387579,361.397,2.57,0.01
66.016481,19.387559,333.864,13.13,0.078
66.016474,19.387527,349.452,2.96,0.074
66.016636,19.387385,340.722,3.17,1.517
66.016609,19.387416,354.202,2.81,0.017
66.016502,19.387546,356.696,2.05,0.097
66.01652,19.387536,364.352,3.46,0.045
66.016458,19.387508,352.641,11.07,0.054
66.016363,19.387443,342.033,4.62,0.046
66.016435,19.387462,367.159,4.17,0.049
66.016434,19.387556,344.649,2.88,0.013
66.016468,19.387497,352.166,4.45,0.103
66.01656,19.387489,367.471,2.01,0.227
66.016408,19.387432,370.391,2.27,0.037
66.016482,19.387411,369.739,2.05,0.011
66.01644,19.38745,381.78,5.27,0.128
66.016446,19.387446,342.445,2.08,0.053
66.016498,19.387438,321.154,4.23,0.075
66.016683,19.387284,395.803,3.49,0.042
66.01795,19.38571,474.013,5.49,0.07
66.0163,19.389236,347.132,9.5,0.194
66.01635,19.389466,346.316,7.88,0.067
66.016493,19.388941,358.682,5.03,0.134
66.016369,19.390218,354.733,4.63,0.166
66.016586,19.389996,353.398,7.03,0.135
66.016577,19.390216,380.782,7.55,0.25
66.01653,19.390284,350.32,8.21,0.03
66.016884,19.390276,375.798,10.37,0.621
66.016229,19.389478,322.064,7.55,1.508
66.01619,19.390617,340.282,5.45,0.052
66.016031,19.391002,313.59,8.98,0.181
66.0161,19.392096,343.002,4.25,0.237
66.016086,19.392133,338.611,2.98,0.929
66.016271,19.392259,350.913,4.4,2.33
66.016257,19.391988,358.218,2.76,0.048
66.016349,19.392021,366.724,2.6,0.057
66.016148,19.392445,338.505,2.37,0.122
66.01607,19.393037,349.12,2.23,0.297
66.016105,19.39299,343.252,2.4,0.043
66.016112,19.393197,369.913,4.43,0.021
66.016133,19.393824,350.864,2.54,0.032
66.016084,19.393574,360.367,2.22,0.024
66.016673,19.392331,517.653,3.06,0.495
66.016092,19.393741,358.281,2.55,0.004
66.016108,19.393653,353.292,5.97,0.133
66.016069,19.393815,356.602,6.57,0.018
66.016087,19.393806,370.22,5.1,0.024
66.01605,19.394057,349.843,6.38,0.072
66.015912,19.394071,349.276,2.48,0.24
66.016023,19.393707,339.29,7.07,0.041
66.015868,19.393732,368.895,3.87,0.036
66.016059,19.393203,360.787,5.18,0.028
66.015983,19.39375,360.174,2.37,0.117
66.016131,19.393089,346.19,2.59,0.044
66.01609,19.39281,333.631,2.82,0.571
66.015982,19.393488,349.021,2.1,0.069
66.016097,19.39305,351.855,3.95,1.644
66.016008,19.393472,369.602,3.1,0.536
66.015983,19.393484,352.489,7.57,0.402
66.016011,19.393573,362.713,3.04,0.313
66.015991,19.393469,349.759,2.31,0.182
66.015975,19.393556,351.032,6.04,0.669
66.015955,19.393525,347.023,2.15,0.041
66.015897,19.393541,336.934,2.84,0.166
66.015989,19.393549,353.926,3.28,0.17
66.015959,19.393641,355.727,2.79,0.061
66.016109,19.394476,356.939,1.96,0.116
66.016336,19.395033,352.526,3.45,0.019
66.016346,19.395473,354.92,2.63,0.041
66.016539,19.3967,356.784,6.29,0.106
66.016675,19.397026,357.57,11.76,0.064
66.017162,19.398146,352.434,2.96,0.429
66.017178,19.398112,359.222,4.28,2.575
66.017279,19.397745,391.486,7.63,0.213
66.017223,19.397583,346.836,2.2,0.069
66.017267,19.396207,345.832,3.36,0.876
66.017287,19.397225,346.77,2.13,0.147
66.017359,19.396712,349.591,2.67,0.014
66.01736,19.396662,361.081,5.03,0.32
66.017105,19.397095,296.242,21.05,0.064
66.017275,19.396725,349.439,2.85,0.038
66.017247,19.396567,332.32,5.67,0.225
66.017389,19.396691,373.305,5.91,0.085
66.017279,19.396947,336.511,5.85,1.327
66.017287,19.396496,350.609,2.18,1.141
66.017092,19.396216,356.604,3.47,0.085
66.017056,19.396394,325.148,3.72,0.108
66.017515,19.395752,357.047,3.13,0.358
66.017272,19.395418,338.635,3.76,0.012
66.017273,19.395461,339.081,3.24,0.064
66.017374,19.395386,318.484,2.97,0.098
66.017309,19.395278,355.82,2.32,0.09
66.01725,19.39543,351.075,2.02,0.063
66.017396,19.395464,353.386,1.74,0.089
66.017403,19.395905,363.101,5.54,0.033
66.017536,19.396261,406.749,5.79,0.099
66.017496,19.395711,361.535,4.99,0.186
66.017325,19.395812,353.416,2.9,0.031
66.017427,19.396321,358.185,2.56,0.122
66.017381,19.396391,355.43,2.32,0.065
66.017315,19.396553,359.971,2.84,0.105
66.017364,19.396518,370.102,4.97,0.019
66.017334,19.396566,340.023,4.82,0.346
66.016432,19.398864,347.006,10.48,0.154
66.016369,19.399487,376.569,5.42,0.064
66.016324,19.399455,356.65,2.55,0.023
66.016295,19.399399,334.851,3.08,0.031
66.016268,19.399632,379.435,4.38,0.031
66.016361,19.399551,378.127,3.61,0.078
66.016182,19.399377,343.591,2.61,0.377
66.01628,19.399478,351.404,1.56,0.012
66.016278,19.399473,351.555,1.52,0.055
66.016344,19.399487,367.394,2.17,0.039
66.016313,19.399391,353.579,9.37,0.15
66.016501,19.399459,353.584,2.3,0.059
66.016384,19.399379,365.507,4.55,0.106
66.016317,19.399527,356.098,3.22,1.738
