lat,lon,alt,dop,speed
66.018277,19.374463,358.526,2.79,0.008
66.018341,19.374831,375.553,2.67,0.042
66.018464,19.375922,353.351,3.14,0.142
66.01841,19.375871,383.765,3.09,0.104
66.018393,19.375938,349.257,2.11,0.005
66.018462,19.375834,368.096,3.1,0.058
66.018384,19.375866,343.536,2.26,0.05
66.018472,19.375449,358.56,2.96,0.169
66.018462,19.37546,390.778,6.39,0.28
66.018344,19.375617,351.712,2.83,0.124
66.018168,19.376437,351.417,6.42,0.042
66.01961,19.378339,403.116,5.81,0.055
66.019627,19.378477,343.894,5.45,0.053
66.019597,19.37845,350.046,5.26,1.159
66.019504,19.378005,361.699,3.05,0.199
66.019587,19.377515,351.006,2.87,0.112
66.019596,19.377249,353.429,5.34,0.078
66.019703,19.3763,311.178,4.48,0.228
66.020059,19.377357,364.853,3.62,0.728
66.020003,19.377958,337.956,5.78,0.111
66.020014,19.378124,367.96,2.34,0.066
66.020011,19.378106,347.154,2.43,0.251
66.019902,19.378203,340.908,2.08,0.033
66.020127,19.377961,359.377,1.87,0.016
66.020034,19.378218,349.716,3.6,0.012
66.022338,19.386309,353.422,4.53,3.394
66.022246,19.387465,343.719,1.89,0.591
66.022436,19.38736,367.958,3.91,0.51
66.022533,19.387245,345.141,3.48,0.068
66.022931,19.386499,351.762,2.71,0.102
66.022913,19.386787,381.852,2.34,0.038
66.022822,19.385718,367.436,2.77,0.047
66.022995,19.385573,368.805,2.81,0.914
66.022932,19.385787,351.346,2.64,0.029
66.022888,19.385691,336.907,4.83,0.068
66.022842,19.385571,331.392,3.42,0.11
66.02265,19.383012,368.755,2.33,0.166
66.02264,19.381774,368.928,3.15,0.079
66.023064,19.38187,352.627,2.34,0.279
66.024081,19.378211,368.283,11.01,0.019
66.023397,19.380553,372.423,4.81,0.141
66.023265,19.379752,376.911,4.01,0.147
66.022726,19.379027,398.404,5.76,0.031
66.022516,19.375536,355.387,3.5,0.505
66.022428,19.37634,366.499,6.93,0.098
66.022608,19.376247,382.213,7.61,0.034
66.022481,19.375984,362.766,2.51,0.02
66.022475,19.375994,374.496,2.8,1.08
66.0219,19.372943,369.027,2.36,0.015
66.022039,19.373269,356.075,2.91,0.092
66.022024,19.372909,368.534,1.92,0.004
66.02189,19.372983,400.187,3.73,0.027
66.021746,19.372766,344.155,3.76,0.046
66.021937,19.372896,381.186,3.54,0.019
66.021988,19.373399,350.318,5.68,0.221
66.021911,19.373599,354.29,5.03,0.081
66.02198,19.373931,367.684,2.81,0.786
66.021842,19.373449,372.747,9.59,0.347
66.021918,19.373597,369.96,14.72,0.084
66.021985,19.373586,349.632,2.28,0.146
66.022012,19.373557,371.568,3.63,0.141
66.02206,19.3737,372.773,3.32,0.315
66.022034,19.374028,372.751,7.52,0.079
66.021947,19.373619,354.88,2.47,0.063
66.02178,19.373672,344.279,2.51,0.275
66.021985,19.373674,357.381,5.18,0.249
66.02179,19.373548,381.295,4.97,0.04
66.022178,19.372685,401.009,6.1,0.695
66.022101,19.373184,367.057,2.43,0.029
66.022037,19.373261,358.886,6.19,0.042
66.022016,19.373173,375.689,3.27,0.025
66.021874,19.373724,355.384,4.25,0.058
66.021863,19.373766,351.627,7.03,0.217
66.021921,19.373712,364.098,1.95,0.015
66.021891,19.373839,367.993,5.01,0.178
66.021957,19.373839,361.3,2.81,0.008
66.021913,19.373769,367.252,2.58,0.511
66.021913,19.373746,361.418,3.6,0.16
66.021713,19.373745,340.531,9.04,0.04
66.022017,19.373407,367.373,2.77,0.116
66.021869,19.373239,345.51,5.02,0.521
66.021866,19.373433,396.547,4.67,0.015
66.021957,19.373469,365.579,2.05,0.012
66.021925,19.373445,383.972,4.8,0.143
66.021949,19.373435,370.368,3.0,0.067
66.021974,19.373437,355.991,2.07,0.242
66.021753,19.373808,382.181,2.82,2.025
66.022051,19.373454,388.241,3.45,0.042
66.02198,19.373385,367.004,1.84,0.032
66.021968,19.373506,364.314,2.9,0.124
66.021841,19.373749,371.451,2.79,0.029
66.021836,19.373731,383.726,3.25,0.517
66.021968,19.373701,376.88,2.28,0.389
66.021905,19.373751,362.119,3.02,0.26
66.021861,19.373603,363.424,1.85,1.102
66.021916,19.373501,365.36,3.52,0.444
66.021897,19.373512,339.775,2.95,0.267
66.021912,19.37369,362.448,1.65,0.022
66.021822,19.373652,359.746,2.2,0.083
66.021909,19.373793,365.513,3.06,0.302
66.021833,19.373333,374.714,3.37,0.446
66.021945,19.373583,357.251,2.63,0.035
66.021903,19.373596,369.027,2.04,0.015
66.021129,19.374607,366.375,6.95,0.725
66.021343,19.374561,354.286,2.84,0.717
66.021111,19.381974,364.131,10.48,0.065
66.021174,19.384533,302.626,3.29,0.212
66.021507,19.384315,366.696,2.77,0.178
66.021443,19.384404,348.453,2.84,0.118
66.021826,19.38458,424.464,12.88,0.01
66.022022,19.384384,459.729,18.73,0.042
66.022213,19.383597,358.086,2.13,1.801
66.021408,19.392724,347.942,4.55,1.092
66.021765,19.397727,439.248,6.68,0.095
66.021401,19.39618,349.585,9.47,0.923
66.021009,19.395291,355.306,10.74,0.727
66.021026,19.395967,338.216,4.63,0.022
66.021115,19.396106,373.035,4.06,0.61
66.020833,19.395426,342.257,3.93,0.052
66.020719,19.395564,366.067,4.66,0.394
66.020679,19.395535,353.224,3.75,0.198
66.02094,19.395373,368.44,2.07,0.072
66.020744,19.395101,347.516,3.07,0.046
66.020776,19.395136,353.755,1.69,0.094
66.020751,19.395145,346.415,5.76,0.009
66.020824,19.394977,307.788,5.16,0.036
66.020839,19.395018,356.728,4.76,0.012
66.020838,19.394778,346.641,4.49,0.094
66.020799,19.395049,356.253,4.33,0.123
66.020787,19.395115,353.593,1.88,0.012
66.020782,19.395118,357.307,1.68,0.005
66.020829,19.395399,361.882,4.01,0.299
66.02136,19.395518,386.213,6.93,0.148
66.021291,19.395519,367.567,5.51,0.227
66.021498,19.396669,351.063,3.51,0.119
66.02166,19.399871,348.211,2.72,0.033
66.021657,19.39987,352.37,1.76,0.031
66.02163,19.399812,353.512,3.1,0.512
66.021752,19.400039,346.852,2.71,0.485
66.021717,19.400287,369.036,4.3,0.399
66.021605,19.399984,351.085,4.49,0.124
66.021536,19.399973,345.601,3.33,0.13
66.02166,19.40006,355.015,1.71,0.032
66.021633,19.400019,345.057,2.38,0.017
66.021603,19.399984,343.274,2.21,0.014
66.021676,19.400082,362.05,1.82,0.022
66.021593,19.399942,345.397,2.38,0.065
66.021661,19.400226,361.643,2.56,0.29
66.021628,19.400445,345.219,6.1,0.029
66.021411,19.400965,359.663,8.17,0.134
66.021431,19.400917,351.965,2.08,0.74
66.021384,19.400933,354.422,2.96,0.023
66.021365,19.400932,345.436,3.35,0.071
66.021247,19.401141,316.97,6.5,0.015
66.021428,19.401104,347.204,3.76,0.02
66.021372,19.401188,342.115,4.08,0.267
66.021424,19.40101,388.344,4.65,0.029
66.021395,19.401117,365.018,5.03,0.007
66.02138,19.40081,352.187,1.86,0.127
66.021321,19.400914,341.952,9.47,0.09
66.021322,19.400827,346.613,16.46,0.232
66.021225,19.40189,359.264,4.78,0.142
66.021105,19.402279,345.427,2.07,0.023
66.021112,19.402303,355.255,2.17,0.292
66.021139,19.402299,353.838,2.54,0.069
66.021131,19.402431,355.731,3.8,0.106
66.016982,19.387443,408.678,3.85,2.966
66.015278,19.375398,350.639,2.23,0.021
66.01527,19.37551,357.249,2.02,0.025
66.015816,19.375542,362.665,2.12,0.367
66.016185,19.373923,350.701,3.61,0.756
66.016051,19.374432,425.815,3.73,0.06
66.016325,19.373913,356.103,1.73,0.01
66.016295,19.373934,344.889,1.97,0.147
66.016314,19.373915,348.802,1.85,0.04
66.016299,19.373916,352.52,2.09,0.169
66.01646,19.374153,355.542,2.36,0.261
66.017506,19.375891,331.249,5.21,0.084
66.017613,19.375674,347.237,3.71,0.336
66.017727,19.377026,372.097,3.42,0.203
66.017753,19.375538,379.678,2.82,0.006
66.017535,19.375585,353.656,1.82,0.01
66.017579,19.375628,346.632,2.28,0.609
66.017579,19.376588,360.819,2.02,0.014
66.01825,19.386758,356.99,3.12,1.094
66.020461,19.39476,364.821,3.55,0.504
66.020395,19.396077,342.728,9.36,0.085
66.020439,19.396241,342.771,5.27,0.055
66.020342,19.396403,328.185,3.66,1.044
66.020527,19.396261,340.64,3.14,0.091
66.020489,19.396184,346.836,2.0,0.024
66.020533,19.396173,361.207,4.45,0.066
66.020504,19.396021,353.151,2.61,0.349
66.020732,19.398647,356.102,2.15,0.044
66.020725,19.398837,359.102,2.06,0.252
66.020692,19.398757,358.881,1.63,0.574
66.020693,19.398132,319.868,11.67,0.161
66.02081,19.398581,338.977,8.98,0.086
66.020852,19.398376,334.656,9.0,0.133
66.020822,19.398219,353.631,10.3,0.843
66.020618,19.396262,360.22,12.49,0.784
66.020591,19.396118,357.288,2.52,0.206
66.020496,19.39647,355.771,6.48,0.03
66.020428,19.396541,346.758,6.17,0.145
66.020596,19.396245,357.909,2.97,0.052
66.020681,19.396267,365.761,2.81,0.451
66.02058,19.396057,348.704,2.39,0.016
66.020426,19.396798,358.733,2.11,0.088
66.020314,19.396466,345.226,3.25,0.21
66.020489,19.397958,334.75,2.58,0.43
66.020564,19.397962,357.346,3.18,0.033
66.020597,19.39789,353.879,2.37,0.014
66.020639,19.397981,359.487,3.14,0.018
66.020644,19.39771,377.508,3.15,0.089
66.020593,19.398001,357.945,1.96,0.025
66.020405,19.39734,357.648,3.64,0.074
66.020349,19.397253,349.403,2.69,0.015
66.020422,19.39761,362.965,2.22,0.213
66.020505,19.39746,375.204,4.51,0.453
66.020261,19.39765,330.319,9.67,4.666
66.020746,19.399655,329.672,4.96,0.436
66.020586,19.400597,346.16,4.39,0.163
66.020576,19.400554,356.449,1.7,0.043
66.020518,19.400578,364.723,3.54,0.178
66.020699,19.399846,354.862,3.17,0.069
66.020548,19.39958,352.696,6.76,0.034
66.020717,19.399359,358.828,5.99,0.006
66.020705,19.399415,352.739,5.55,0.395
66.020673,19.399498,332.264,5.3,0.058
66.020622,19.399538,366.219,5.19,0.051
66.020704,19.39941,353.165,1.7,0.012
66.020767,19.399301,354.186,13.56,0.001
66.020745,19.399407,372.272,10.73,0.004
66.020691,19.399416,356.646,4.17,0.017
66.02077,19.398979,325.716,6.5,0.172
66.020635,19.399864,373.782,7.36,0.572
66.020494,19.400583,350.191,1.58,0.011
66.020442,19.400539,364.19,2.96,0.594
66.020526,19.400756,346.04,7.19,0.381
66.020785,19.399903,362.619,3.43,0.054
66.020783,19.399856,344.785,2.52,0.013
66.020702,19.399986,356.155,2.34,0.414
66.020493,19.400553,342.691,5.46,0.222
66.020485,19.400085,339.632,4.69,0.284
66.020556,19.400283,349.397,2.12,0.11
66.020423,19.400248,350.877,2.51,1.18
66.020639,19.399472,335.942,2.38,0.036
66.020523,19.399334,352.267,2.02,0.578
66.020676,19.399569,356.024,1.55,0.008
66.020567,19.399431,353.744,3.2,0.17
66.020654,19.399488,351.739,3.95,0.164
66.0207,19.399671,345.49,5.21,0.005
66.020546,19.400492,351.371,2.7,0.283
66.021171,19.401181,358.944,2.45,1.082
66.021297,19.400281,336.74,9.64,0.152
66.021497,19.398163,304.814,14.78,0.103
66.021063,19.39737,356.437,4.45,0.126
66.021102,19.397446,372.773,7.66,0.085
66.021308,19.396637,356.563,4.28,0.031
66.021227,19.392013,388.939,5.14,0.066
66.020822,19.391408,348.674,4.35,0.034
66.020917,19.391348,349.454,3.96,0.202
66.020674,19.390903,345.059,4.69,0.14
66.020692,19.390925,348.725,4.84,0.08
66.020697,19.390976,356.67,2.49,0.029
66.0207,19.390963,344.823,10.92,0.015
66.020641,19.390674,357.226,1.89,0.003
66.020614,19.390585,357.221,3.15,0.194
66.020686,19.390634,374.875,2.04,0.009
66.020639,19.390615,358.691,2.98,0.031
66.020641,19.390598,371.489,9.34,0.04
66.020668,19.39059,375.105,3.9,0.007
66.020607,19.390615,367.513,1.73,0.138
66.020633,19.39066,368.163,2.4,0.029
66.020659,19.390621,377.451,1.99,0.17
66.020632,19.390639,381.771,2.56,0.013
66.020598,19.390611,352.188,1.83,0.038
66.020617,19.390642,357.41,5.66,0.042
66.020636,19.390669,357.819,3.06,0.053
66.020602,19.390595,351.321,2.4,0.002
66.020615,19.390564,361.008,2.97,0.044
66.020938,19.390336,469.607,4.71,0.012
66.020539,19.390656,334.898,4.41,0.187
66.02064,19.390577,364.582,4.05,0.205
66.020828,19.39115,359.539,2.26,0.033
66.020437,19.390877,339.574,4.28,0.691
66.020604,19.390731,349.495,2.29,0.14
66.020666,19.39073,356.17,3.14,0.023
66.020501,19.391419,362.371,2.5,0.26
66.020685,19.390608,350.567,1.79,0.499
66.020625,19.390849,335.003,3.42,0.194
66.020629,19.390749,340.4,3.03,0.071
66.020757,19.390176,429.452,8.0,0.215
66.020705,19.390572,372.475,8.42,1.706
66.020639,19.390539,355.784,1.34,0.006
66.020571,19.390733,364.848,1.9,0.136
66.020621,19.390484,359.965,2.45,0.032
66.020618,19.390604,361.788,2.37,0.002
66.020628,19.390642,346.7,4.27,0.014
66.020573,19.390738,363.534,3.84,0.342
66.020648,19.390663,358.333,2.19,0.15
66.020625,19.390623,345.247,4.69,0.043
66.020521,19.391123,364.771,2.49,0.655
66.020593,19.390672,356.126,1.69,0.025
66.020753,19.390654,368.329,5.26,0.163
66.020568,19.390707,348.064,4.24,0.489
66.020789,19.391174,352.124,4.07,0.713
66.020721,19.391182,354.558,2.38,0.185
66.020586,19.390372,348.789,2.22,0.313
66.020828,19.391327,364.496,7.38,0.128
66.020621,19.390649,363.81,3.62,0.329
66.020612,19.389016,358.819,6.6,0.064
66.020576,19.389066,351.604,3.05,0.065
66.020504,19.389224,348.34,2.89,0.198
66.020385,19.389628,357.129,2.95,0.47
66.02092,19.389012,358.136,3.62,0.108
66.020926,19.389499,376.859,14.03,0.118
66.021025,19.389795,354.927,5.05,0.26
66.021028,19.389599,341.615,5.89,0.214
66.021046,19.389767,353.672,2.78,2.663
66.020793,19.389813,350.697,1.95,0.353
66.020703,19.389686,369.972,6.12,0.044
66.020564,19.389648,369.561,4.53,0.033
66.02034,19.390309,386.697,5.01,1.017
66.020691,19.389831,353.68,2.5,0.03
66.02068,19.389789,355.86,1.92,0.01
66.02068,19.389823,358.969,3.39,0.006
66.020697,19.389759,362.635,3.22,0.021
66.020697,19.389803,368.718,2.83,0.012
66.020713,19.389736,367.304,2.39,0.2
66.020725,19.389462,347.841,3.52,0.013
66.020859,19.389275,365.411,8.9,0.137
66.019419,19.377224,348.489,11.26,1.544
66.017194,19.372403,331.427,9.25,0.23
66.016374,19.373121,337.056,8.3,0.639
66.016196,19.372649,358.135,7.55,0.032
66.016082,19.371884,369.975,3.34,0.057
66.015997,19.371431,347.097,7.0,0.087
66.016281,19.371248,370.141,5.37,0.989
66.015922,19.371145,345.58,18.08,1.644
66.01603,19.370967,355.785,9.95,0.044
66.015834,19.371162,363.283,8.75,3.015
66.015947,19.370683,354.454,9.37,0.058
66.015981,19.370442,342.272,11.03,3.836
66.016167,19.369427,357.163,13.44,0.065
66.015914,19.370941,351.823,2.07,0.029
66.015943,19.370921,356.335,1.76,0.037
66.015878,19.370978,338.197,6.8,0.113
66.015879,19.371156,354.633,5.56,0.382
66.015945,19.370904,356.328,3.44,0.032
66.016007,19.371676,379.03,2.96,0.077
66.016127,19.372417,353.628,2.11,0.045
66.016222,19.371875,370.699,2.09,0.385
66.016108,19.372128,354.843,3.18,0.015
66.016215,19.371023,379.583,3.08,0.041
66.016076,19.37091,349.451,4.16,0.402
66.016178,19.370682,347.606,6.13,0.028
66.01617,19.371099,377.995,7.14,0.149
66.016115,19.3708,354.262,1.88,0.023
66.016143,19.370835,359.517,6.12,0.148
66.016069,19.370857,359.896,2.24,0.109
66.015557,19.371083,330.52,3.54,0.561
66.015804,19.37124,352.468,6.64,0.04
66.016131,19.371169,330.279,7.31,0.619
66.017015,19.370082,355.653,8.28,0.124
66.015822,19.371981,350.982,1.81,0.031
66.015775,19.371496,372.455,2.21,0.036
66.015881,19.371491,356.944,1.91,0.045
66.015778,19.371869,342.268,7.53,0.316
66.015904,19.371933,351.125,4.04,0.044
66.015921,19.371692,358.993,3.71,0.041
66.015834,19.372239,395.429,5.52,0.046
66.015844,19.37194,340.359,14.77,0.094
66.016227,19.372378,369.759,1.85,0.053
66.016009,19.372103,357.693,2.62,0.027
66.016064,19.372417,345.266,1.55,0.026
66.016026,19.372365,349.253,3.83,1.247
66.015909,19.372331,340.051,3.75,0.186
66.016125,19.372846,336.838,5.16,0.022
66.016067,19.372503,345.024,4.29,0.064
66.016157,19.372371,378.602,4.11,0.038
66.015993,19.372375,349.478,3.41,0.054
66.016023,19.37256,343.839,5.76,0.015
66.016143,19.372441,391.766,5.09,0.11
66.015958,19.37251,327.21,4.86,0.009
66.015891,19.372495,334.827,3.44,0.459
66.015862,19.372414,371.276,2.19,0.27
66.015784,19.372832,363.484,2.59,0.094
66.015679,19.373029,356.539,2.71,0.026
66.015699,19.372933,346.571,2.23,0.064
66.014987,19.376716,367.889,2.73,0.018
66.014836,19.376418,339.898,2.54,0.139
66.014954,19.375356,313.956,4.39,0.057
66.015234,19.375017,354.312,1.87,0.024
66.01523,19.374868,321.382,5.13,0.383
66.015357,19.374786,371.678,3.3,1.95
66.015624,19.374821,375.509,3.8,0.67
66.015596,19.374658,355.138,6.62,0.237
66.015659,19.374714,379.341,7.66,0.109
66.015715,19.374746,355.339,2.46,0.026
66.015879,19.374844,357.722,4.43,0.385
66.015698,19.374801,354.715,5.99,0.122
66.01569,19.375036,368.455,2.62,0.183
66.015753,19.37479,353.825,3.59,0.172
66.015582,19.375054,357.274,3.07,0.493
66.015812,19.375123,351.661,4.89,1.235
66.015865,19.37512,356.622,5.07,0.136
66.016161,19.374447,385.149,5.31,0.108
66.015873,19.375165,352.285,1.96,0.008
66.015898,19.375642,342.183,2.65,0.659
66.016095,19.375764,361.48,1.91,0.036
66.015999,19.375606,331.572,14.88,0.112
66.015993,19.375945,373.34,9.45,0.024
66.01608,19.375455,334.736,8.75,0.386
66.015975,19.375694,341.323,9.63,0.674
66.016109,19.374804,337.164,11.45,0.074
66.015896,19.376195,355.471,13.94,0.014
66.015948,19.375822,350.472,1.68,0.012
66.015961,19.375698,355.08,2.59,0.213
66.015854,19.375554,369.174,1.99,0.418
66.015782,19.375552,353.826,2.03,0.007
66.01563,19.375924,359.28,3.15,0.129
66.015619,19.376123,352.215,2.73,0.016
66.015404,19.37609,357.606,9.16,0.394
66.01552,19.376056,353.134,3.17,0.005
66.015467,19.376015,335.897,4.21,0.014
66.015507,19.376111,348.415,5.68,0.016
66.015531,19.376052,356.937,3.08,0.125
66.015487,19.375954,353.848,2.08,0.003
66.015546,19.37609,350.8,4.04,0.124
66.015506,19.376192,362.262,3.99,0.038
66.015555,19.375843,395.14,4.87,0.156
66.015651,19.376086,352.572,1.74,0.018
66.015429,19.376164,350.135,4.01,3.349
66.01532,19.376538,369.96,2.99,0.01
66.015924,19.377281,354.892,1.86,0.104
66.015786,19.377639,358.427,3.68,0.512
66.015614,19.379709,351.022,2.19,0.33
66.015456,19.37994,357.28,2.39,0.7
66.015634,19.382207,355.733,4.16,0.066
66.015581,19.382396,354.907,3.08,0.104
66.015552,19.382269,375.658,2.43,0.266
66.015474,19.382371,461.873,4.51,0.027
66.015689,19.382343,383.183,5.13,0.007
66.015506,19.382272,346.273,4.58,0.017
66.015651,19.381819,342.567,6.86,0.219
66.015673,19.382114,358.092,1.92,0.061
66.01575,19.382581,370.843,8.21,0.051
66.015743,19.382761,349.177,2.3,0.098
66.01568,19.383143,342.848,4.39,0.263
66.015704,19.38291,339.75,1.55,0.171
66.015761,19.383039,358.208,2.4,0.319
66.015754,19.382821,342.133,2.85,0.143
66.015766,19.382672,337.907,2.8,0.151
66.01582,19.382728,354.797,2.32,0.033
66.015788,19.382853,344.46,3.07,0.099
66.015775,19.382898,357.617,2.6,0.022
66.015809,19.382726,368.664,3.4,0.343
66.015791,19.383032,395.159,7.94,0.024
66.015789,19.382763,357.921,2.01,0.018
66.015767,19.382792,340.507,2.69,0.049
66.015849,19.382499,337.708,2.87,0.148
66.015809,19.382474,354.092,3.75,0.023
66.015784,19.382304,349.397,2.09,0.031
66.015849,19.382206,356.211,2.86,0.051
66.015908,19.38202,347.418,3.38,0.267
66.01591,19.382373,363.045,6.66,0.082
66.015558,19.382405,385.158,6.91,1.495
66.015517,19.38257,375.706,7.38,3.283
66.015654,19.382898,354.502,8.69,0.142
66.015977,19.382322,323.705,12.15,0.114
66.015543,19.38301,356.565,2.55,0.107
66.015738,19.383416,319.036,7.38,0.303
66.01573,19.383584,333.808,4.29,0.15
66.015192,19.377735,363.892,13.44,0.618
66.015464,19.37521,389.233,9.44,0.346
66.015752,19.375507,418.819,8.0,0.067
66.0155,19.375244,395.878,8.82,0.357
66.015172,19.374945,356.785,2.32,0.038
66.015315,19.375047,317.191,2.68,0.192
66.015253,19.374936,350.346,2.23,0.031
66.015501,19.375351,388.884,1.88,0.327
66.01582,19.376058,342.103,4.39,0.129
66.01596,19.375873,361.381,3.04,0.006
66.015964,19.375853,370.0,4.03,0.153
66.015291,19.378042,339.639,2.71,0.024
66.015289,19.383588,378.467,2.28,0.42
66.015317,19.383945,349.258,2.27,0.237
66.015342,19.383674,346.883,2.2,0.104
66.015414,19.383537,347.251,2.27,0.022
66.015349,19.38324,347.949,1.92,0.015
66.015203,19.383927,338.132,5.37,0.559
66.015223,19.383615,335.813,4.19,0.25
66.015458,19.385333,401.829,3.89,0.261
66.01531,19.383512,348.601,2.76,0.164
66.015318,19.383542,355.357,3.56,0.115
66.015493,19.383915,355.353,4.78,0.038
66.015481,19.383985,355.96,3.63,0.012
66.015259,19.383986,368.463,3.6,0.096
66.015239,19.383585,409.474,3.79,0.03
66.015331,19.383997,350.047,1.85,0.029
66.015306,19.383982,353.393,2.01,0.946
66.015481,19.384407,330.945,5.23,0.202
66.015509,19.383899,369.573,2.4,0.016
66.015456,19.383886,367.227,2.18,0.085
66.015831,19.383482,387.307,6.57,0.049
66.015418,19.384521,352.066,3.81,0.388
66.015437,19.384247,347.494,2.83,0.271
66.015584,19.383826,361.75,2.69,0.067
66.015693,19.38454,361.064,4.63,0.075
66.015535,19.384968,361.066,4.16,0.173
66.015491,19.384836,339.934,8.59,2.329
66.015754,19.384938,353.917,4.9,0.557
66.015995,19.385108,392.462,8.2,0.666
66.015861,19.384976,362.982,1.84,0.02
66.015839,19.385146,351.189,1.83,0.025
66.015842,19.385188,354.732,1.89,0.037
66.015827,19.385128,360.406,5.91,0.197
66.015897,19.385053,353.616,1.57,0.052
66.015601,19.385292,289.657,15.31,0.094
66.01621,19.384846,423.284,4.63,0.019
66.015779,19.385146,342.24,6.56,0.059
66.015765,19.385271,350.904,7.18,0.999
66.015842,19.384628,319.436,9.46,0.308
66.015808,19.385202,345.859,1.58,0.031
66.015879,19.385363,349.784,2.48,0.1
66.015467,19.385205,366.313,3.46,0.235
66.015641,19.385266,360.405,3.21,0.156
66.015872,19.385514,357.964,3.18,0.868
66.015618,19.385828,337.032,4.11,1.503
66.015682,19.385753,346.44,8.71,0.095
66.0156,19.3855,320.846,2.7,0.016
66.015088,19.37958,337.601,23.44,0.738
66.015902,19.373831,376.517,13.63,0.316
66.016366,19.373922,474.9,5.45,0.044
66.015793,19.374045,349.392,2.22,0.018
66.015396,19.374122,313.046,3.13,0.046
66.015649,19.373936,332.426,3.55,0.363
66.015839,19.37403,369.667,3.04,0.096
66.01587,19.373877,359.999,2.67,0.416
66.01574,19.372911,353.215,2.58,0.873
66.015934,19.372586,344.03,9.15,0.049
66.01569,19.372933,363.315,13.46,0.607
66.015637,19.373071,349.67,3.9,0.011
66.01602,19.372786,353.956,4.86,0.11
66.0161,19.372501,366.125,6.24,0.128
66.015959,19.373622,338.219,8.04,0.553
66.016012,19.373603,340.207,5.5,0.223
66.015831,19.373954,386.146,4.91,0.738
66.015916,19.373858,361.41,4.93,0.384
66.015972,19.373787,360.712,1.86,0.056
66.015832,19.373797,385.241,3.59,0.442
66.015858,19.373929,360.413,2.36,0.151
66.01584,19.373584,361.169,2.77,0.169
66.014799,19.377009,367.277,2.07,0.553
66.015788,19.38662,355.106,5.04,0.517
66.015822,19.388201,349.88,4.31,0.019
66.015544,19.388794,350.934,3.29,0.164
66.01551,19.389419,372.107,2.6,0.316
66.01565,19.389233,346.329,3.16,0.155
66.015737,19.388362,349.789,2.63,0.153
66.015704,19.388542,367.336,2.37,0.146
66.016198,19.393875,348.607,5.41,0.693
66.016171,19.396312,354.758,10.47,0.139
66.016228,19.397781,368.696,18.36,0.405
66.01564,19.400556,369.497,5.9,0.135
66.015764,19.399907,367.305,5.27,0.556
66.015653,19.399829,352.922,1.62,0.024
66.015656,19.399914,339.892,7.05,0.274
66.015668,19.399856,356.862,2.2,0.017
66.015655,19.399912,349.637,1.91,0.013
66.015672,19.399837,347.819,4.13,0.172
66.015658,19.399824,345.404,2.59,0.225
66.015653,19.399818,350.646,1.84,0.017
66.015648,19.399852,349.789,7.99,0.021
66.015634,19.399383,364.62,2.77,0.326
66.01542,19.398861,357.391,2.84,0.203
66.015571,19.39786,377.02,2.68,0.03
66.015502,19.397552,357.593,1.68,0.014
66.015435,19.398777,336.822,2.6,0.602
66.015203,19.403133,330.259,3.87,0.33
66.0155,19.404121,338.864,3.13,0.023
66.015569,19.404164,350.366,4.72,0.106
66.015622,19.40408,342.283,4.75,0.111
66.015551,19.404033,348.158,2.73,0.067
66.016174,19.403475,348.084,3.93,0.057
66.016148,19.403525,329.564,3.84,0.049
66.016088,19.402343,348.576,2.66,0.121
66.016225,19.401859,344.73,3.1,0.188
66.016301,19.401642,354.86,1.75,0.056
66.016277,19.401726,349.337,2.64,0.015
66.016311,19.401643,361.243,4.33,0.06
66.016303,19.401821,381.27,5.18,0.183
66.016284,19.401843,373.699,3.84,0.109
66.016308,19.401562,360.881,6.38,0.033
66.016299,19.40154,356.664,1.53,0.014
66.016317,19.401582,353.729,2.25,0.195
66.016306,19.401615,348.264,2.18,0.06
66.016287,19.401612,335.92,2.97,0.005
66.016239,19.401587,349.751,4.18,0.02
66.016288,19.401745,352.128,3.45,0.068
66.016337,19.401182,353.439,2.92,0.169
66.016272,19.4012,359.583,3.38,0.49
66.01632,19.401,333.14,13.48,0.048
66.016239,19.401179,349.447,5.05,0.058
66.01622,19.401243,381.917,4.91,0.431
66.01621,19.400939,349.256,6.36,0.15
66.016275,19.401219,358.729,6.27,0.047
66.016261,19.401203,377.822,6.43,0.039
66.016408,19.401255,338.123,6.77,0.042
66.016428,19.401197,340.521,7.05,0.022
66.016608,19.4011,316.888,7.78,0.008
66.016712,19.400943,306.16,9.72,0.061
66.016523,19.401246,353.056,1.7,0.038
66.016483,19.401181,361.942,2.93,0.139
66.016555,19.402113,353.305,3.85,0.146
66.016469,19.402642,367.262,3.48,0.654
66.016329,19.402565,349.648,4.69,0.234
66.016425,19.401071,346.262,2.12,0.023
66.016342,19.40119,359.524,2.04,0.02
66.016397,19.401249,355.085,2.27,0.158
66.016405,19.401028,350.185,2.19,0.027
66.016433,19.400995,353.201,4.11,0.088
66.016497,19.4012,362.67,2.75,0.093
66.016415,19.401139,348.091,2.67,0.027
66.016422,19.40118,361.501,4.09,0.098
66.016311,19.400543,337.585,10.46,0.032
66.016221,19.400484,328.07,15.43,0.015
66.016368,19.400485,375.589,5.51,0.052
66.016175,19.400581,352.873,3.39,0.439
66.016355,19.400475,358.88,7.65,0.157
66.016362,19.40028,351.128,2.56,0.449
66.016334,19.400454,361.44,2.33,0.055
66.016258,19.399951,350.747,2.24,0.042
66.01625,19.399837,346.265,2.08,0.011
